start	end	text	predictions
779.78	781.1	 my ass, because I kill a motherfucker.	1.0
781.14	783.04	 You know what I'm saying? I ain't saying it's right.	0.0
783.46	785.26	 But you saying a foot massage don't mean nothing.	0.0
785.32	786.38	 I'm saying it does.	0.0
786.92	789.48	 Look, I've given a million ladies a million foot massages.	0.0
789.8	791.04	 And they all meant something.	0.0
791.54	793.28	 We act like they don't, but they do.	0.0
793.44	795.18	 I mean, that's what's so fucking cool about it.	1.0
795.42	796.9	 There's a sensuous thing going on	0.0
796.9	799.08	 where you know you don't talk about it, but	0.0
799.22	800.7	 you know it, she knows it.	0.0
800.96	802.38	 Fuck if Marcellus knew it.	1.0
802.68	804.6	 And Antoine should have fucking better known better.	1.0
806.04	807.44	 I mean, that's his fucking wife, man.	1.0
807.58	809.4	 They think they don't have a sense of humor about this shit.	1.0
810.46	811.1	 You know what I'm saying?	0.0
813.34	814.34	 It's an interesting point.	0.0
815.52	816.82	 Come on, let's get in character.	0.0
823.88	824.72	 What's her name again?	0.0
825.14	825.54	 Mia.	0.0
826.5	828.32	 Why are you so interested in Big Man's wife?	0.0
829.38	830.95	 Well, he's going out of town in Florida	0.0
830.95	832.9	 and he asked me if I'd take care of her	0.0
832.9	833.64	 while he's gone.	0.0
834.76	835.64	 Take care of her?	0.0
836.5	838.22	 No, man, just take her out, you know.	0.0
838.86	840.94	 Show her a good time, make sure she don't get lonely.	0.0
842.04	842.88	 You're gonna be taking	0.0
842.88	844.5	 Mia Wallace out on a date?	0.0
844.62	846.02	 It's not a date.	0.0
846.96	849.06	 You know, it's just, it's like if you were gonna take	0.0
849.06	850.84	 your buddy's wife to a movie or something.	0.0
851.7	853.18	 It's just good company, that's all.	0.0
859.22	860.14	 It's not a date.	0.0
861.02	862.42	 It's definitely not a date.	0.0
870.46	870.96	 Hey, kids.	0.0
872.6	873.34	 How you boys doing?	0.0
874.46	875.24	 Hey, keep chilling.	0.0
881.0	883.48	 You know who we are?	0.0
884.2	885.14	 We're associates of your business partner,	0.0
886.52	886.56	 Marcellus Wallace.	0.0
886.74	889.48	 You do remember your business partner, don't you?	0.0
890.74	893.0	 Now, let me take a while to guess here.	0.0
897.62	899.41	 You're Brett, right?	0.0
899.41	901.02	 Yeah.	0.0
901.32	902.28	 I thought so.	0.0
902.5	904.78	 You remember your business partner, Marcellus Wallace,	0.0
905.74	906.66	 don't you, Brett?	0.0
908.42	909.48	 Yeah.	0.0
910.8	911.48	 Yeah, I remember.	0.0
912.1	912.38	 Good.	0.0
913.66	915.48	 Looks like me and Vincent caught you boys at breakfast.	0.0
916.28	917.08	 Sorry about that.	0.0
917.72	918.2	 What you having?	0.0
920.44	921.0	 Hamburgers.	0.0
921.12	922.1	 Hamburgers!	0.0
922.64	924.96	 The cornerstone of any nutritious breakfast.	0.0
926.16	926.77	 What kind of hamburgers?	0.0
926.77	927.08	 Cheeseburgers.	0.0
929.72	930.88	 No, no, no, no, no.	0.0
930.88	933.52	 Where'd you get them? McDonald's, Wendy's, Jack in the Box.	0.0
933.9	934.18	 Where?	0.0
935.64	936.62	 Big Kahuna Burger.	0.0
937.0	939.36	 That's that Hawaiian burger joint.	0.0
939.98	941.48	 I hear they got some tasty burgers.	0.0
941.92	943.5	 I ain't never had one myself. How are they?	0.0
943.5	943.52	 Good.	0.0
946.26	947.48	 You mind if I try one of yours?	0.0
949.94	950.92	 This is yours here, right?	0.0
951.14	951.5	 Yeah.	0.0
960.2	960.78	 Mm-hmm.	0.0
962.02	963.5	 This is a tasty burger.	0.0
964.74	965.06	 Vincent,	0.0
965.76	966.98	 you ever had a Big Kahuna Burger?	0.0
968.72	969.16	 Want a bite?	0.0
969.16	969.96	 They're real tasty.	0.0
971.14	971.76	 I ain't hungry.	0.0
972.5	974.64	 Well, if you like burgers, give them a try sometime.	0.0
975.08	977.18	 Me? I can't usually get them	0.0
977.18	978.71	 because my girlfriend's a vegetarian,	0.0
978.71	980.96	 which pretty much makes me a vegetarian,	0.0
982.32	983.34	 but I do love the taste	0.0
983.34	984.24	 of a good burger.	0.0
986.5	987.5	 You know what they call a quarter pounder	0.0
987.74	988.72	 with cheese in France?	0.0
990.78	991.1	 No.	0.0
991.44	992.14	 Tell them, Vincent.	0.0
993.0	993.68	 Royal with cheese.	0.0
994.5	995.64	 Royal with cheese.	0.0
996.5	997.42	 You know why they call it that?	0.0
999.46	1000.16	 Uh,	0.0
1001.04	1002.46	 because of the metric system.	0.0
1003.78	1005.48	 Check out the big brain on Brad.	0.0
1007.16	1008.96	 You're a smart motherfucker, that's right.	1.0
1009.44	1010.28	 The metric system.	0.0
1012.8	1013.36	 Send this.	0.0
1014.6	1015.98	 Sprite. Sprite, good.	0.0
1016.58	1018.77	 You mind if I have some of your tasty	0.0
1018.77	1020.28	 beverages to wash this down?	0.0
1021.64	1022.1	 Go right ahead.	0.0
1035.22	1035.96	 That hit the spot.	0.0
1038.28	1039.48	 You, flock of seagulls,	0.0
1039.84	1040.56	 you know why we're here?	0.0
1042.32	1043.11	 Why don't you tell me, man,	0.0
1043.11	1044.48	 Vincent, where you got your shit hid at?	1.0
1045.12	1047.04	 It's over there. I don't remember asking	0.0
1047.1	1048.92	 you a goddamn thing.	1.0
1051.0	1052.77	 You were saying?	0.0
1052.77	1054.92	 It's in the cupboard.	0.0
1057.24	1059.18	 No, the one by your knees.	0.0
1081.0	1081.76	 We happy?	0.0
1083.8	1084.24	 Vincent?	0.0
1089.26	1089.48	 We happy?	0.0
1090.3	1090.84	 Yeah, we happy.	0.0
1090.84	1091.08	 Look,	0.0
1093.66	1095.48	 I'm sorry.	0.0
1095.48	1095.58	 I didn't get your name.	0.0
1098.18	1099.42	 I got yours, Vincent.	0.0
1100.32	1101.46	 Right? But I never got your name.	0.0
1101.46	1102.3	 My name's Pitt.	0.0
1102.96	1105.0	 And your ass ain't talking your way out of this shit.	1.0
1105.2	1106.02	 No, no, no.	0.0
1108.2	1109.13	 I just want you to know	0.0
1109.13	1110.24	 how...	0.0
1113.88	1115.48	 I just want you to know how sorry we are	0.0
1115.7	1117.3	 that things got so fucked up	1.0
1117.4	1118.9	 with us and Mr. Wallace.	0.0
1119.82	1121.5	 We got into this thing with the best intentions, really.	0.0
1122.06	1123.02	 I never...	0.0
1123.04	1125.5	 Oh, I'm sorry.	0.0
1125.8	1127.08	 Did I break your concentration?	0.0
1128.18	1129.48	 I didn't mean to do that.	0.0
1129.84	1131.2	 Please, continue.	0.0
1132.3	1133.48	 You were saying something about	0.0
1134.28	1135.24	 best intentions?	0.0
1136.96	1137.48	 What's the matter?	0.0
1137.48	1137.56	 Oh, you were finished?	0.0
1138.5	1140.34	 Well, allow me to retort.	0.0
1144.86	1145.94	 What does Marcellus Wallace	0.0
1147.22	1148.99	 look like?	0.0
1148.99	1149.01	 What?	0.0
1150.5	1151.96	 What country you from?	0.0
1152.5	1152.54	 What? What?	0.0
1155.64	1157.34	 What ain't no country I ever heard of?	0.0
1157.5	1158.56	 They speak English in what?	0.0
1159.78	1161.32	 English, motherfucker!	1.0
1161.44	1162.52	 Do you speak it?	0.0
1164.08	1164.1	 Yes.	0.0
1165.0	1167.14	 Describe what Marcellus Wallace	0.0
1167.4	1168.28	 looks like.	0.0
1169.58	1170.98	 What? Say what again!	0.0
1171.3	1172.7	 Say what again!	0.0
1172.9	1174.98	 I dare you! I double dare you, motherfucker!	1.0
1175.0	1177.02	 Say what one more goddamn time!	1.0
1178.1	1178.86	 He's black.	0.0
1179.0	1179.52	 Go on!	0.0
1180.6	1182.86	 He's bald. Does he look like a bitch?	1.0
1183.1	1183.48	 What?	0.0
1184.86	1187.08	 Does he	0.0
1187.32	1189.0	 look like	0.0
1189.22	1190.5	 a bitch? No!	1.0
1190.82	1192.7	 Then why are you trying to fuck him like a bitch, man?	1.0
1193.36	1195.48	 Yes, you did! Yes, you did!	0.0
1196.14	1197.52	 Brett, you tried to fuck him.	1.0
1198.28	1198.66	 No.	0.0
1198.66	1201.5	 Marcellus Wallace don't like to be	0.0
1201.5	1203.18	 fucked by anybody except Mrs. Wallace.	1.0
1204.58	1205.48	 You read the Bible, Brett?	0.0
1206.96	1207.16	 Yes!	0.0
1207.82	1209.24	 Oh, there's this passage	0.0
1209.24	1211.26	 I got memorized. Sort of fits this occasion.	0.0
1212.36	1213.48	 Ezekiel 25, 17.	0.0
1215.78	1217.48	 The path of the righteous	0.0
1217.7	1219.44	 man is beset on all	0.0
1219.68	1221.41	 sides by the inequities of the	0.0
1221.41	1223.18	 selfish and the tyranny	1.0
1223.36	1224.54	 of evil men.	1.0
1225.5	1226.86	 Blessed is he	0.0
1227.16	1228.94	 who in the name of charity	0.0
1229.08	1231.12	 and goodwill shepherds the	0.0
1231.12	1233.06	 weak through the valley of darkness,	0.0
1233.46	1235.29	 for he is truly his brother's	0.0
1235.29	1237.2	 keeper and the finder	0.0
1237.46	1238.7	 of lost children.	0.0
1239.46	1241.1	 And I will strike down	0.0
1241.24	1242.94	 upon thee with great	0.0
1243.12	1244.84	 vengeance and furious	0.0
1244.9	1247.1	 anger those who attempt	0.0
1247.38	1249.06	 to poison and destroy	1.0
1249.06	1251.14	 my brothers. And you will	0.0
1251.14	1253.04	 know my name is the	0.0
1253.04	1255.14	 Lord when I lay	0.0
1255.24	1257.06	 my vengeance upon	0.0
1257.06	1257.44	 thee.	0.0
1275.94	1277.1	 I think you're gonna find	0.0
1278.6	1279.48	 yourself one smiling motherfucker.	1.0
1280.6	1282.55	 Fingers butch.	0.0
1282.55	1284.96	 Right now	0.0
1284.96	1287.44	 you got ability.	0.0
1287.44	1287.72	 But painful as it may be,	0.0
